Model,Actual_PM2.5,Predicted_PM2.5,RMSE,MAE,R²
Gradient Boosting,158.915,125.3899128,,,
Gradient Boosting,8.1,9.924002627,,,
Gradient Boosting,5.55,6.085645614,,,
Gradient Boosting,9.521,13.8775869,,,
Gradient Boosting,10.73,12.24854605,,,
Gradient Boosting,6.66,6.101203934,,,
Gradient Boosting,12.21,11.13531775,,,
Gradient Boosting,10.3,10.07360275,,,
Gradient Boosting,11,9.410188416,,,
Gradient Boosting,4.81,4.223237521,,,
Gradient Boosting,20.165,23.95206028,,,
Gradient Boosting,33.3,29.12037645,,,
Gradient Boosting,5.365,4.333001845,,,
Gradient Boosting,19.425,23.27313542,,,
Gradient Boosting,11.84,11.73493793,,,
Gradient Boosting,6.845,6.068415246,,,
Gradient Boosting,23,34.80879308,,,
Gradient Boosting,71.225,86.34357144,,,
Gradient Boosting,7.9,6.720497476,,,
Gradient Boosting,33.3,34.26979276,,,
Gradient Boosting,0.8,0.2404670464,,,
Gradient Boosting,23.865,29.91914464,,,
Gradient Boosting,36.26,39.76578432,,,
Gradient Boosting,62.53,58.98289599,,,
Gradient Boosting,11.84,13.21746143,,,
Gradient Boosting,16.095,15.95603268,,,
Gradient Boosting,124.505,116.932723,,,
Gradient Boosting,5,5.385392357,,,
Gradient Boosting,45.88,46.93796465,,,
Gradient Boosting,12,12.05800278,,,
Gradient Boosting,1,0.5516707129,,,
Gradient Boosting,54.6,46.05880056,,,
Gradient Boosting,5.365,7.99241465,,,
Gradient Boosting,28.8,25.03578849,,,
Gradient Boosting,25.3,22.271115,,,
Gradient Boosting,27.38,28.14408515,,,
Gradient Boosting,41.625,55.37416852,,,
Gradient Boosting,2.1,1.31154308,,,
Gradient Boosting,35.89,32.61870941,,,
Gradient Boosting,25.9,26.22160921,,,
Gradient Boosting,8.4,6.654590603,,,
Gradient Boosting,9.1,8.543861504,,,
Gradient Boosting,34.225,30.03154177,,,
Gradient Boosting,0.5,1.188704187,,,
Gradient Boosting,3.145,3.78328554,,,
Gradient Boosting,18.87,20.05292184,,,
Gradient Boosting,49.025,46.65251551,,,
Gradient Boosting,58.9,58.93881464,,,
Gradient Boosting,67.34,72.76821856,,,
Gradient Boosting,9.435,8.861592264,,,
Gradient Boosting,3.1,3.334904549,,,
Gradient Boosting,8.14,5.764731317,,,
Gradient Boosting,3,2.059693773,,,
Gradient Boosting,1.85,3.847260768,,,
Gradient Boosting,296.37,254.773607,,,
Gradient Boosting,19.24,19.77662619,,,
Gradient Boosting,13.875,14.44478966,,,
Gradient Boosting,1.5,1.628379152,,,
Gradient Boosting,7.03,6.478130193,,,
Gradient Boosting,45.88,37.44388342,,,
Gradient Boosting,14.985,15.78638187,,,
Gradient Boosting,37.555,33.21576664,,,
Gradient Boosting,1.5,2.181304778,,,
Gradient Boosting,8.88,8.339804568,,,
Gradient Boosting,29.23,29.80166005,,,
Gradient Boosting,24.79,33.52633347,,,
Gradient Boosting,42.55,39.34893808,,,
Gradient Boosting,4.6,3.615630069,,,
Gradient Boosting,1.2,2.478591681,,,
Gradient Boosting,5,4.003063591,,,
Gradient Boosting,14.985,11.09274561,,,
Gradient Boosting,204.24,210.162267,,,
Gradient Boosting,1.4,1.499851689,,,
Gradient Boosting,3,3.040872284,,,
Gradient Boosting,18.8,21.44649704,,,
Gradient Boosting,15.91,15.4013368,,,
Gradient Boosting,52.6,61.50759487,,,
Gradient Boosting,32.9,31.86996062,,,
Gradient Boosting,6.6,6.987945267,,,
Gradient Boosting,25.16,29.46933514,,,
Gradient Boosting,9.99,11.01503261,,,
Gradient Boosting,22.94,22.42654782,,,
Gradient Boosting,3.7,3.622402543,,,
Gradient Boosting,43.66,45.29931136,,,
Gradient Boosting,14.06,15.55346958,,,
Gradient Boosting,12.1,11.95546298,,,
Gradient Boosting,4.44,3.458671783,,,
Gradient Boosting,33.115,31.45861602,,,
Gradient Boosting,18.685,16.29329893,,,
Gradient Boosting,23.495,24.4140661,,,
Gradient Boosting,8.51,8.471546472,,,
Gradient Boosting,16.835,11.5190214,,,
Gradient Boosting,2.7,3.497825691,,,
Gradient Boosting,3.4,4.62851,,,
Gradient Boosting,24.235,20.78764884,,,
Gradient Boosting,18.315,17.0671192,,,
Gradient Boosting,21.4,32.80798461,,,
Gradient Boosting,7.8,7.322105228,,,
Gradient Boosting,13.32,12.45493222,,,
Gradient Boosting,1.8,2.014075394,,,
Gradient Boosting,2.8,1.880899831,,,
Gradient Boosting,21.46,21.38812791,,,
Gradient Boosting,58.83,54.8185552,,,
Gradient Boosting,22.3,25.68504238,,,
Gradient Boosting,2.1,1.463974391,,,
Gradient Boosting,0.8,2.057049807,,,
Gradient Boosting,23.5,23.23506092,,,
Gradient Boosting,32.2,36.60487514,,,
Gradient Boosting,147.815,174.6387045,,,
Gradient Boosting,3.2,0.8800673117,,,
Gradient Boosting,33.2,39.23494128,,,
Gradient Boosting,46.99,44.10621716,,,
Gradient Boosting,6.8,5.515292307,,,
Gradient Boosting,14.985,15.44819767,,,
Gradient Boosting,7.585,7.959973143,,,
Gradient Boosting,0.9,0.06001607817,,,
Gradient Boosting,19.24,19.94797699,,,
Gradient Boosting,9.805,9.948255044,,,
Gradient Boosting,15.472,15.81248584,,,
Gradient Boosting,1.3,0.8436008235,,,
Gradient Boosting,4.7,3.249469883,,,
Gradient Boosting,95.83,86.17417193,,,
Gradient Boosting,2.7,2.366237667,,,
Gradient Boosting,33.485,29.20823329,,,
Gradient Boosting,13.32,11.06223723,,,
Gradient Boosting,5.1,5.417699297,,,
Gradient Boosting,10.545,9.825378395,,,
Gradient Boosting,24,17.49665103,,,
Gradient Boosting,0.5,0.7778013777,,,
Gradient Boosting,3.8,5.660547695,,,
Gradient Boosting,0.7,1.641976583,,,
Gradient Boosting,0.6,1.187329739,,,
Gradient Boosting,13.4,12.01040561,,,
Gradient Boosting,2,1.718058884,,,
Gradient Boosting,3.6,4.498553193,,,
Gradient Boosting,76.775,76.95393073,,,
Gradient Boosting,16.28,59.48893965,,,
Gradient Boosting,27.935,27.58849921,,,
Gradient Boosting,13.135,11.58904344,,,
Gradient Boosting,31.265,26.04572258,,,
Gradient Boosting,9.99,11.06962528,,,
Gradient Boosting,18.87,17.88545639,,,
Gradient Boosting,0.5,0.9292138262,,,
Gradient Boosting,41.44,48.29374635,,,
Gradient Boosting,20,19.90302404,,,
Gradient Boosting,139.2,130.0529903,,,
Gradient Boosting,1.9,2.722946485,,,
Gradient Boosting,4.44,5.539332215,,,
Gradient Boosting,0.8,4.474011863,,,
Gradient Boosting,8.51,8.479969281,,,
Gradient Boosting,10.545,12.26164525,,,
Gradient Boosting,6.4,5.692780262,,,
Gradient Boosting,1.9,1.249729911,,,
Gradient Boosting,18.685,21.60455006,,,
Gradient Boosting,14.245,13.61212439,,,
Gradient Boosting,28.581,28.14753004,,,
Gradient Boosting,15.3,15.79501325,,,
Gradient Boosting,30.34,28.44551272,,,
Gradient Boosting,20.165,16.04080467,,,
Gradient Boosting,134.2,109.461274,,,
Gradient Boosting,66.785,59.97367096,,,
Gradient Boosting,6,7.147085184,,,
Gradient Boosting,41.81,41.37818164,,,
Gradient Boosting,20.535,18.66248768,,,
Gradient Boosting,8.88,8.656705588,,,
Gradient Boosting,9.6,8.241196793,,,
Gradient Boosting,52.725,47.18725839,,,
Gradient Boosting,5.5,5.955095669,,,
Gradient Boosting,2.2,1.537052254,,,
Gradient Boosting,27.935,24.81907786,,,
Gradient Boosting,60.256,59.63717115,,,
Gradient Boosting,0.7,2.801209088,,,
Gradient Boosting,18.9,18.30070159,,,
Gradient Boosting,60.495,60.42872288,,,
Gradient Boosting,1.7,1.31763261,,,
Gradient Boosting,29,37.94986468,,,
Gradient Boosting,108.78,120.021983,,,
Gradient Boosting,5.6,5.781716905,,,
Gradient Boosting,76.22,63.04762115,,,
Gradient Boosting,2,2.256448712,,,
Gradient Boosting,59.015,75.92852402,,,
Gradient Boosting,0.8,0.9208681472,,,
Gradient Boosting,11.84,10.08536252,,,
Gradient Boosting,0.8,0.7966959897,,,
Gradient Boosting,36.63,40.60636862,,,
Gradient Boosting,28.675,30.3114392,,,
Gradient Boosting,27.935,32.68777949,,,
Gradient Boosting,81.215,112.2719964,,,
Gradient Boosting,11.47,9.954563808,,,
Gradient Boosting,2.3,3.764105754,,,
Gradient Boosting,35.335,37.59312838,,,
Gradient Boosting,8.51,9.89950457,,,
Gradient Boosting,10.915,15.73075703,,,
Gradient Boosting,13.32,13.87902605,,,
Gradient Boosting,2.8,3.09689997,,,
Gradient Boosting,7.215,5.843074176,,,
Gradient Boosting,6.66,10.44520429,,,
Gradient Boosting,59.57,58.60956216,,,
Gradient Boosting,18.685,21.50308232,,,
Gradient Boosting,25.53,33.46142717,,,
Gradient Boosting,88.245,87.35079621,,,
Gradient Boosting,38.48,42.00557783,,,
Gradient Boosting,144.67,133.1977603,,,
Gradient Boosting,1.6,1.676258725,,,
Gradient Boosting,0.5,-0.243144657,,,
Gradient Boosting,4.255,4.039225706,,,
Gradient Boosting,2.4,4.322896349,,,
Gradient Boosting,137.455,140.1136387,,,
Gradient Boosting,3.8,4.131955749,,,
Gradient Boosting,18.13,17.90346578,,,
Gradient Boosting,6.2,10.16670642,,,
Gradient Boosting,6.2,6.958416025,,,
Gradient Boosting,1.8,2.594260866,,,
Gradient Boosting,4.3,3.803840794,,,
Gradient Boosting,8.4,8.518827555,,,
Gradient Boosting,8.8,9.142608681,,,
Gradient Boosting,1.3,1.304575099,,,
Gradient Boosting,18.685,20.72827626,,,
Gradient Boosting,14.8,14.33842205,,,
Gradient Boosting,13.875,15.03822973,,,
Gradient Boosting,1.6,1.540741031,,,
Gradient Boosting,30.895,33.46202583,,,
Gradient Boosting,28.49,29.43055332,,,
Gradient Boosting,7.955,7.520580503,,,
Gradient Boosting,10.36,11.27971411,,,
Gradient Boosting,16.095,15.9362201,,,
Gradient Boosting,3.1,3.936823308,,,
Gradient Boosting,15.7,14.24786642,,,
Gradient Boosting,3.4,5.868665241,,,
Gradient Boosting,25.53,22.25421947,,,
Gradient Boosting,8.695,8.159939814,,,
Gradient Boosting,6.5,7.92261172,,,
Gradient Boosting,5.2,3.935272071,,,
Gradient Boosting,91,84.9010829,,,
Gradient Boosting,3.4,4.18248901,,,
Gradient Boosting,25.9,28.0039548,,,
Gradient Boosting,8.51,7.32660789,,,
Gradient Boosting,0.5,-0.0776007693,,,
Gradient Boosting,8.88,8.67828032,,,
Gradient Boosting,47.1,53.28760193,,,
Gradient Boosting,15.54,14.97553064,,,
Gradient Boosting,40.145,37.11617247,,,
Gradient Boosting,5.9,7.384102073,,,
Gradient Boosting,3.515,3.343156732,,,
Gradient Boosting,9.7,10.12597856,,,
Gradient Boosting,12.765,10.71747724,,,
Gradient Boosting,5.365,10.17387437,,,
Gradient Boosting,1.6,1.251784172,,,
Gradient Boosting,5.92,7.554889814,,,
Gradient Boosting,1.3,1.056846273,,,
Gradient Boosting,5.8,5.412381404,,,
Gradient Boosting,5.5,5.461861219,,,
Gradient Boosting,9.065,7.80358424,,,
Gradient Boosting,72.52,69.75800635,,,
Gradient Boosting,3.1,3.525357967,,,
Gradient Boosting,6.475,9.074136061,,,
Gradient Boosting,1.3,0.7886020201,,,
Gradient Boosting,561.7,585.5908071,,,
Gradient Boosting,13.505,13.41983203,,,
Gradient Boosting,35.89,33.73629712,,,
Gradient Boosting,3.4,2.935246527,,,
Gradient Boosting,57.5,52.63684548,,,
Gradient Boosting,18.685,15.4830495,,,
Gradient Boosting,10.36,8.040726449,,,
Gradient Boosting,0.5,-0.3395041989,,,
Gradient Boosting,0.8,0.6436052879,,,
Gradient Boosting,4.07,3.712494011,,,
Gradient Boosting,10.175,13.18563804,,,
Gradient Boosting,8.325,7.953623871,,,
Gradient Boosting,1.6,2.289723225,,,
Gradient Boosting,7.4,5.303904363,,,
Gradient Boosting,9.435,8.750584406,,,
Gradient Boosting,2,1.640576542,,,
Gradient Boosting,14.8,17.09179192,,,
Gradient Boosting,2.9,2.848466189,,,
Gradient Boosting,6.66,9.369601956,,,
Gradient Boosting,44.215,42.68171148,,,
Gradient Boosting,40.885,33.82737198,,,
Gradient Boosting,1,0.6322490294,,,
Gradient Boosting,1.5,1.240673635,,,
Gradient Boosting,23.495,28.27234036,,,
Gradient Boosting,2.5,2.932447723,,,
Gradient Boosting,5.18,5.925451723,,,
Gradient Boosting,9,6.801759535,,,
Gradient Boosting,48.84,59.80549469,,,
Gradient Boosting,9.9,9.825788475,,,
Gradient Boosting,20.535,22.45160015,,,
Gradient Boosting,10.915,11.64224555,,,
Gradient Boosting,0.5,-0.3389896742,,,
Gradient Boosting,6.1,7.51172415,,,
Gradient Boosting,55.87,63.31396329,,,
Gradient Boosting,29.6,28.42947143,,,
Gradient Boosting,5.18,5.810266417,,,
Gradient Boosting,20.905,21.61581827,,,
Gradient Boosting,43.845,52.88282389,,,
Gradient Boosting,3.515,4.133924718,,,
Gradient Boosting,2.3,2.978816747,,,
Gradient Boosting,42.3,35.45310225,,,
Gradient Boosting,4.81,5.693813697,,,
Gradient Boosting,221.9,172.2013964,,,
Gradient Boosting,5.009,6.313549088,,,
Gradient Boosting,26.825,18.0927059,,,
Gradient Boosting,20.535,20.75484718,,,
Gradient Boosting,5.365,5.618985869,,,
Gradient Boosting,28.305,27.40833164,,,
Gradient Boosting,48.285,49.14598162,,,
Gradient Boosting,13.875,14.58940347,,,
Gradient Boosting,3.5,2.349281634,,,
Gradient Boosting,6.2,5.003407157,,,
Gradient Boosting,2.5,2.148799574,,,
Gradient Boosting,4.625,5.9423721,,,
Gradient Boosting,17.205,12.74153783,,,
Gradient Boosting,9.6,8.376849967,,,
Gradient Boosting,12.58,12.22641474,,,
Gradient Boosting,1.3,1.208248358,,,
Gradient Boosting,51.06,52.38634576,,,
Gradient Boosting,6.9,7.225399019,,,
Gradient Boosting,67.34,57.49743196,,,
Gradient Boosting,31.08,34.07911321,,,
Gradient Boosting,16.095,21.31151572,,,
Gradient Boosting,15.3,14.09049798,,,
Gradient Boosting,24.8,22.96889569,,,
Gradient Boosting,3.9,2.258971314,,,
Gradient Boosting,8.51,8.701753995,,,
Gradient Boosting,22.015,24.16130404,,,
Gradient Boosting,26.825,30.23568699,,,
Gradient Boosting,3.885,4.363597363,,,
Gradient Boosting,109.335,88.11055078,,,
Gradient Boosting,27.75,27.55521678,,,
Gradient Boosting,12.58,13.69395097,,,
Gradient Boosting,7.955,7.516746919,,,
Gradient Boosting,17.945,15.25552294,,,
Gradient Boosting,60.495,53.9928173,,,
Gradient Boosting,1.4,2.038224663,,,
Gradient Boosting,11.285,11.43827141,,,
Gradient Boosting,6.9,6.841829619,,,
Gradient Boosting,22.755,15.78258474,,,
Gradient Boosting,45.14,43.27825728,,,
Gradient Boosting,2.4,1.529050426,,,
Gradient Boosting,38.71,27.38170439,,,
Gradient Boosting,29.785,27.56738754,,,
Gradient Boosting,2,2.474670173,,,
Gradient Boosting,25.9,32.55587999,,,
Gradient Boosting,3.515,2.87695665,,,
Gradient Boosting,19,22.34372394,,,
Gradient Boosting,39.614,24.68860307,,,
Gradient Boosting,30.525,39.52640666,,,
Gradient Boosting,4.81,4.246800853,,,
Gradient Boosting,0.7,0.9598269628,,,
Gradient Boosting,69.375,62.08069376,,,
Gradient Boosting,24.4,23.47640656,,,
Gradient Boosting,23.68,22.82971673,,,
Gradient Boosting,26.6,29.16594298,,,
Gradient Boosting,0.6,-0.2633901367,,,
Gradient Boosting,16.835,14.68012802,,,
Gradient Boosting,209.7,216.0656147,,,
Gradient Boosting,0.6,1.692742647,,,
Gradient Boosting,8.51,6.386551579,,,
Gradient Boosting,15.3,16.8627054,,,
Gradient Boosting,3.515,28.5128433,,,
Gradient Boosting,51.8,60.46244802,,,
Gradient Boosting,5.735,5.998401038,,,
Gradient Boosting,8.325,7.903938653,,,
Gradient Boosting,7.955,7.213215038,,,
Gradient Boosting,1.7,0.9784040554,,,
Gradient Boosting,1,0.6859487236,,,
Gradient Boosting,8.8,7.545518078,,,
Gradient Boosting,4.07,6.15598686,,,
Gradient Boosting,69.745,66.94694106,,,
Gradient Boosting,1.6,2.842056562,,,
Gradient Boosting,34.9,31.72258954,,,
Gradient Boosting,5,3.647749645,,,
Gradient Boosting,6.105,5.797654598,,,
Gradient Boosting,6.105,5.557647978,,,
Gradient Boosting,10.175,9.22409676,,,
Gradient Boosting,46.25,44.4047147,,,
Gradient Boosting,6.105,10.48209969,,,
Gradient Boosting,12.1,15.25666891,,,
Gradient Boosting,15.8,13.56324837,,,
Gradient Boosting,9.065,9.341099764,,,
Gradient Boosting,2.3,1.839349495,,,
Gradient Boosting,1.1,1.260184726,,,
Gradient Boosting,15.3,17.02962379,,,
Gradient Boosting,13.2,20.48914882,,,
Gradient Boosting,0.7,1.139341185,,,
Gradient Boosting,2.59,2.544252324,,,
Gradient Boosting,7.77,13.15028735,,,
Gradient Boosting,3.3,7.131159806,,,
Gradient Boosting,47.36,42.68992571,,,
Gradient Boosting,3.3,4.284469775,,,
Gradient Boosting,15.5,13.72715904,,,
Gradient Boosting,4.4,3.731333812,,,
Gradient Boosting,11.1,10.90294344,,,
Gradient Boosting,10.36,11.26369187,,,
Gradient Boosting,6.845,5.22529661,,,
Gradient Boosting,10.915,9.01965509,,,
Gradient Boosting,34.225,30.11402861,,,
Gradient Boosting,19.61,16.21071347,,,
Gradient Boosting,3.1,2.54441987,,,
Gradient Boosting,8.3,9.976117198,,,
Gradient Boosting,27.38,31.81643075,,,
Gradient Boosting,105.82,116.874085,,,
Gradient Boosting,3.145,6.078170946,,,
Gradient Boosting,1.6,2.41779038,,,
Gradient Boosting,5.9,6.154496473,,,
Gradient Boosting,11.655,13.34402477,,,
Gradient Boosting,2.4,1.421213528,,,
Gradient Boosting,1.1,1.550464097,,,
Gradient Boosting,9.99,10.41091808,,,
Gradient Boosting,5.18,4.738884903,,,
Gradient Boosting,24.975,21.62498463,,,
Gradient Boosting,14.8,15.66508035,,,
Gradient Boosting,1.7,3.298610709,,,
Gradient Boosting,8.14,8.316674488,,,
Gradient Boosting,20.165,20.74700131,,,
Gradient Boosting,7.2,8.368688548,,,
Gradient Boosting,6.845,6.4590672,,,
Gradient Boosting,19.9,23.11055491,,,
Gradient Boosting,41.625,40.36925743,,,
Gradient Boosting,13.205,13.70412075,,,
Gradient Boosting,112.6,106.7608352,,,
Gradient Boosting,28.305,27.22643283,,,
Gradient Boosting,36.26,33.19482497,,,
Gradient Boosting,5.2,4.613471867,,,
Gradient Boosting,10.73,10.35202224,,,
Gradient Boosting,2.5,3.286164688,,,
Gradient Boosting,32.19,30.85419226,,,
Gradient Boosting,0.8,0.00400909595,,,
Gradient Boosting,9.734,8.139570811,,,
Gradient Boosting,33.67,29.05696485,,,
Gradient Boosting,0.5,-0.720738209,,,
Gradient Boosting,53.28,56.35975542,,,
Gradient Boosting,7.2,9.260905029,,,
Gradient Boosting,9.351,7.274650594,,,
Gradient Boosting,7.6,5.737370216,,,
Gradient Boosting,3.515,3.971405093,,,
Gradient Boosting,13.32,11.42348349,,,
Gradient Boosting,85.285,76.15118898,,,
Gradient Boosting,14.06,14.85002572,,,
Gradient Boosting,19,16.75657003,,,
Gradient Boosting,16.3,14.72694711,,,
Gradient Boosting,30.895,30.85193341,,,
Gradient Boosting,4.3,3.676023308,,,
Gradient Boosting,19.98,20.63625899,,,
Gradient Boosting,9.7,15.42944055,,,
Gradient Boosting,4.1,4.255143998,,,
Gradient Boosting,1.9,1.087701728,,,
Gradient Boosting,111.185,118.6259197,,,
Gradient Boosting,5,4.698888893,,,
Gradient Boosting,38.11,34.40716843,,,
Gradient Boosting,46.4,39.33027774,,,
Gradient Boosting,60.68,61.00382155,,,
Gradient Boosting,9.065,9.501086165,,,
Gradient Boosting,104,96.37367265,,,
Gradient Boosting,48.285,39.12109052,,,
Gradient Boosting,0.5,0.4469305767,,,
Gradient Boosting,22.2,27.61610284,,,
Gradient Boosting,70.485,81.08552928,,,
Gradient Boosting,22.015,18.70005492,,,
Gradient Boosting,17.205,16.17489162,,,
Gradient Boosting,71.04,66.41030223,,,
Gradient Boosting,0.7,-1.176016854,,,
Gradient Boosting,21.83,25.48526116,,,
Gradient Boosting,11.1,12.14172473,,,
Gradient Boosting,5.8,7.344025223,,,
Gradient Boosting,2.9,0.747106528,,,
Gradient Boosting,1.85,3.374395499,,,
Gradient Boosting,24.05,23.23752004,,,
Gradient Boosting,51.43,51.42621164,,,
Gradient Boosting,13.875,15.78816038,,,
Gradient Boosting,9.62,10.36852202,,,
Gradient Boosting,14.985,17.05660214,,,
Gradient Boosting,65.86,67.69723574,,,
Gradient Boosting,65.12,68.48067521,,,
Gradient Boosting,26.825,29.33255061,,,
Gradient Boosting,2.9,2.407588024,,,
Gradient Boosting,16.835,14.6316262,,,
Gradient Boosting,1,2.578460549,,,
Gradient Boosting,21.275,13.89720626,,,
Gradient Boosting,20.535,24.60055326,,,
Gradient Boosting,23.31,23.34280186,,,
Gradient Boosting,11.6,10.59385495,,,
Gradient Boosting,6.4,8.343992108,,,
Gradient Boosting,4.255,4.887239949,,,
Gradient Boosting,10.915,14.43455966,,,
Gradient Boosting,42.4,37.69942029,,,
Gradient Boosting,2.4,3.20905384,,,
Gradient Boosting,1.7,1.224199999,,,
Gradient Boosting,175.038,174.8773232,,,
Gradient Boosting,78.44,65.12862424,,,
Gradient Boosting,19.055,17.37785345,,,
Gradient Boosting,17.02,19.23753274,,,
Gradient Boosting,2.5,2.045632841,,,
Gradient Boosting,6.845,7.387437221,,,
Gradient Boosting,6.845,7.268211107,,,
Gradient Boosting,18.315,13.32912494,,,
Gradient Boosting,20.165,17.7685339,,,
Gradient Boosting,1.1,1.180728657,,,
Gradient Boosting,16.2,15.95830946,,,
Gradient Boosting,21.09,17.6491054,,,
Gradient Boosting,8.8,10.75349341,,,
Gradient Boosting,14.7,13.33689852,,,
Gradient Boosting,3.2,1.771651304,,,
Gradient Boosting,468.605,447.5098132,,,
Gradient Boosting,4.625,3.903939476,,,
Gradient Boosting,1.1,1.74755811,,,
Gradient Boosting,4.681,5.250371829,,,
Gradient Boosting,18.87,18.37276766,,,
Gradient Boosting,1,2.634485549,,,
Gradient Boosting,124.505,135.0998156,,,
Gradient Boosting,5.5,5.301274099,,,
Gradient Boosting,67.5,57.8889051,,,
Gradient Boosting,22.4,18.85197403,,,
Gradient Boosting,7.585,6.392477355,,,
Gradient Boosting,11.1,13.88526313,,,
Gradient Boosting,1.6,2.258235103,,,
Gradient Boosting,7.5,8.812392528,,,
Gradient Boosting,10.36,9.465814174,,,
Gradient Boosting,9.8,11.10421066,,,
Gradient Boosting,12,9.776113792,,,
Gradient Boosting,3.8,3.762889469,,,
Gradient Boosting,62.53,73.32546806,,,
Gradient Boosting,8.5,8.646297972,,,
Gradient Boosting,5,5.95566203,,,
Gradient Boosting,25.9,26.23510046,,,
Gradient Boosting,2.2,1.008796489,,,
Gradient Boosting,16.65,15.86576449,,,
Gradient Boosting,11.2,8.409899189,,,
Gradient Boosting,1.2,1.010699626,,,
Gradient Boosting,0.6,1.018152963,,,
Gradient Boosting,1.1,0.9584720587,,,
Gradient Boosting,4.9,4.213262379,,,
Gradient Boosting,8.4,8.650644215,,,
Gradient Boosting,3.5,3.72503705,,,
Gradient Boosting,25,20.23805729,,,
Gradient Boosting,17.3,17.66843717,,,
Gradient Boosting,5.18,6.97149675,,,
Gradient Boosting,83.9,70.123215,,,
Gradient Boosting,5,4.021808754,,,
Gradient Boosting,27.75,26.5564941,,,
Gradient Boosting,2.3,2.33845754,,,
Gradient Boosting,2,1.800502275,,,
Gradient Boosting,20.7,27.45177652,,,
Gradient Boosting,12.58,12.84206218,,,
Gradient Boosting,41.44,47.39585154,,,
Gradient Boosting,14.985,13.56673006,,,
Gradient Boosting,12.395,11.90897065,,,
Gradient Boosting,49.765,42.57332006,,,
Gradient Boosting,11.987,13.076131,,,
Gradient Boosting,18.5,18.58688794,,,
Gradient Boosting,1.48,1.928466248,,,
Gradient Boosting,5.4,8.327807745,,,
Gradient Boosting,0.9,1.643049627,,,
Gradient Boosting,12.58,11.47741767,,,
Gradient Boosting,37.74,36.70610532,,,
Gradient Boosting,18.87,28.29478488,,,
Gradient Boosting,43.845,37.34869077,,,
Gradient Boosting,9.065,11.91954964,,,
Gradient Boosting,1.5,3.340380366,,,
Gradient Boosting,0.5,-0.3717241678,,,
Gradient Boosting,7.215,10.84438586,,,
Gradient Boosting,17.205,23.30604482,,,
Gradient Boosting,13.875,12.91401421,,,
Gradient Boosting,16.28,17.15836138,,,
Gradient Boosting,9.065,8.587480048,,,
Gradient Boosting,34.595,39.76289019,,,
Gradient Boosting,10.915,11.25665259,,,
Gradient Boosting,3.515,5.300159214,,,
Gradient Boosting,6.6,9.00635667,,,
Gradient Boosting,8.88,9.456820548,,,
Gradient Boosting,36.6,32.41221911,,,
Gradient Boosting,71.225,68.03450613,,,
Gradient Boosting,19.24,19.74908775,,,
Gradient Boosting,12.395,13.41072159,,,
Gradient Boosting,24.605,16.8276398,,,
Gradient Boosting,88.9,82.50610636,,,
Gradient Boosting,4.3,2.968557336,,,
Gradient Boosting,16.2,12.23061091,,,
Gradient Boosting,1.3,1.972201373,,,
Gradient Boosting,5.9,10.72323786,,,
Gradient Boosting,15.2,13.00334045,,,
Gradient Boosting,1.6,1.628316025,,,
Gradient Boosting,31.265,31.46110637,,,
Gradient Boosting,59.015,54.30725499,,,
Gradient Boosting,2.3,1.664678232,,,
Gradient Boosting,3.3,2.615200329,,,
Gradient Boosting,3.8,5.177643338,,,
Gradient Boosting,27.565,24.08577225,,,
Gradient Boosting,12.58,11.75552317,,,
Gradient Boosting,25.715,27.5091939,,,
Gradient Boosting,4.07,3.844463269,,,
Gradient Boosting,7.585,7.748638961,,,
Gradient Boosting,39.3,29.44628885,,,
Gradient Boosting,2.8,3.184148927,,,
Gradient Boosting,0.6,1.35389484,,,
Gradient Boosting,13.69,14.09369139,,,
Gradient Boosting,1.4,1.826862059,,,
Gradient Boosting,1.1,2.607694717,,,
Gradient Boosting,88.3,75.68287533,,,
Gradient Boosting,2.1,2.14946388,,,
Gradient Boosting,69.005,74.79771865,,,
Gradient Boosting,3.9,2.469624292,,,
Gradient Boosting,47.2,42.63515543,,,
Gradient Boosting,26.64,21.08622235,,,
Gradient Boosting,2.6,3.131535605,,,
Gradient Boosting,3,2.584685732,,,
Gradient Boosting,6.66,7.459820746,,,
Gradient Boosting,1.5,1.426104625,,,
Gradient Boosting,125.2,140.9929499,,,
Gradient Boosting,17.76,14.35166958,,,
Gradient Boosting,28.3,24.03358492,,,
Gradient Boosting,28.49,26.75456989,,,
Gradient Boosting,0.8,18.33886501,,,
Gradient Boosting,23.122,25.1773847,,,
Gradient Boosting,18.315,17.43373505,,,
Gradient Boosting,9.62,9.316910251,,,
Gradient Boosting,20.35,22.20733747,,,
Gradient Boosting,7.7,11.58822596,,,
Gradient Boosting,22.755,20.7123313,,,
Gradient Boosting,55.1,38.35901829,,,
Gradient Boosting,57.4,54.58876812,,,
Gradient Boosting,17.1,16.34912581,,,
Gradient Boosting,4.5,2.341296649,,,
Gradient Boosting,5.9,7.199296714,,,
Gradient Boosting,19.98,21.55047146,,,
Gradient Boosting,21.8,17.45464012,,,
Gradient Boosting,15.54,14.01185908,,,
Gradient Boosting,4.44,5.512447016,,,
Gradient Boosting,24.42,24.97092443,,,
Gradient Boosting,13.32,13.01010128,,,
Gradient Boosting,49.58,60.04185744,,,
Gradient Boosting,26.825,24.02722376,,,
Gradient Boosting,71.78,62.7782748,,,
Gradient Boosting,3.4,5.004275222,,,
Gradient Boosting,23.865,22.08742214,,,
Gradient Boosting,5,6.316402338,,,
