Model,Actual_PM2.5,Predicted_PM2.5,RMSE,MAE,R²
Gradient Boosting,49.95,42.45270451,,,
Gradient Boosting,7.4,10.54742937,,,
Gradient Boosting,1.8,1.539526596,,,
Gradient Boosting,14.985,13.65508956,,,
Gradient Boosting,3.5,4.564086158,,,
Gradient Boosting,14.245,16.41089559,,,
Gradient Boosting,0.6,2.209742734,,,
Gradient Boosting,12.95,12.44718429,,,
Gradient Boosting,96.3,80.42641689,,,
Gradient Boosting,5.18,6.731529778,,,
Gradient Boosting,2.1,0.4081083733,,,
Gradient Boosting,7.585,8.116442968,,,
Gradient Boosting,1.7,2.400489448,,,
Gradient Boosting,15.17,15.55902387,,,
Gradient Boosting,9.2,15.276277,,,
Gradient Boosting,20.72,23.1599319,,,
Gradient Boosting,3.885,4.885184903,,,
Gradient Boosting,17.5,15.71564195,,,
Gradient Boosting,137.4,138.2954775,,,
Gradient Boosting,5.2,4.737104229,,,
Gradient Boosting,17.575,19.41656232,,,
Gradient Boosting,3.145,4.662819253,,,
Gradient Boosting,4.6,3.767527689,,,
Gradient Boosting,13.875,14.29112143,,,
Gradient Boosting,73.26,68.2690447,,,
Gradient Boosting,18,20.67983066,,,
Gradient Boosting,5.6,7.123261604,,,
Gradient Boosting,4.6,6.39644221,,,
Gradient Boosting,5.2,10.57127891,,,
Gradient Boosting,2.9,3.391891679,,,
Gradient Boosting,30.155,36.737737,,,
Gradient Boosting,16.28,13.935882,,,
Gradient Boosting,4.6,3.256804887,,,
Gradient Boosting,119.695,124.3220272,,,
Gradient Boosting,167.1,182.2000143,,,
Gradient Boosting,25.715,27.42876475,,,
Gradient Boosting,4,3.025342628,,,
Gradient Boosting,35.8,31.16202015,,,
Gradient Boosting,1.5,1.455452909,,,
Gradient Boosting,21.83,21.54688956,,,
Gradient Boosting,38.48,41.1639863,,,
Gradient Boosting,64,64.16828483,,,
Gradient Boosting,4.3,3.310646798,,,
Gradient Boosting,16.28,22.53235547,,,
Gradient Boosting,8.3,5.249345844,,,
Gradient Boosting,4.44,5.101564021,,,
Gradient Boosting,13.135,11.80392498,,,
Gradient Boosting,15.4,13.30320807,,,
Gradient Boosting,767.1,766.7984269,,,
Gradient Boosting,3,2.784801933,,,
Gradient Boosting,51,50.24552102,,,
Gradient Boosting,49.395,52.27644011,,,
Gradient Boosting,2.6,2.618832881,,,
Gradient Boosting,51.8,42.97241918,,,
Gradient Boosting,1.8,0.7239703277,,,
Gradient Boosting,10.73,10.27955726,,,
Gradient Boosting,2.405,3.649003745,,,
Gradient Boosting,21.5,22.26817745,,,
Gradient Boosting,2.59,2.354501914,,,
Gradient Boosting,30.895,37.93192935,,,
Gradient Boosting,3,2.7195481,,,
Gradient Boosting,10.36,9.945523983,,,
Gradient Boosting,1.7,2.984294405,,,
Gradient Boosting,41.995,31.32480041,,,
Gradient Boosting,8.51,8.717720228,,,
Gradient Boosting,12.5,10.95198741,,,
Gradient Boosting,19.9,15.21807708,,,
Gradient Boosting,20.72,19.06370699,,,
Gradient Boosting,1,-0.6499190246,,,
Gradient Boosting,5.6,4.709452166,,,
Gradient Boosting,8.4,9.030083633,,,
Gradient Boosting,39.96,44.67550631,,,
Gradient Boosting,23.865,23.91395485,,,
Gradient Boosting,71.225,71.65332282,,,
Gradient Boosting,3.7,3.314108581,,,
Gradient Boosting,14.8,16.06582012,,,
Gradient Boosting,25.3,39.16007589,,,
Gradient Boosting,18.5,18.12748639,,,
Gradient Boosting,1.3,1.507872025,,,
Gradient Boosting,2.203,-0.2399867203,,,
Gradient Boosting,26.3,26.18413242,,,
Gradient Boosting,42.55,40.26228663,,,
Gradient Boosting,15.17,13.07344787,,,
Gradient Boosting,10.36,10.25375347,,,
Gradient Boosting,6.7,4.977108008,,,
Gradient Boosting,86.21,158.5866866,,,
Gradient Boosting,71.225,63.65103147,,,
Gradient Boosting,6.1,5.140050847,,,
Gradient Boosting,10.545,9.292213384,,,
Gradient Boosting,1,2.680855492,,,
Gradient Boosting,27.565,30.106264,,,
Gradient Boosting,3.4,2.919510994,,,
Gradient Boosting,13.8,14.26364797,,,
Gradient Boosting,33.67,29.78265461,,,
Gradient Boosting,1.5,2.175500343,,,
Gradient Boosting,45.5,34.62083471,,,
Gradient Boosting,14.985,14.74435795,,,
Gradient Boosting,4.774,5.358001555,,,
Gradient Boosting,15.91,16.14024891,,,
Gradient Boosting,39.035,37.02721992,,,
Gradient Boosting,1.1,-0.4645910423,,,
Gradient Boosting,38.85,37.6947781,,,
Gradient Boosting,8.14,8.724608835,,,
Gradient Boosting,52,43.93755021,,,
Gradient Boosting,31.635,32.16891236,,,
Gradient Boosting,11.47,10.75342842,,,
Gradient Boosting,1.9,0.7635779001,,,
Gradient Boosting,54.76,60.07909607,,,
Gradient Boosting,19.1,24.95532557,,,
Gradient Boosting,5,4.511315046,,,
Gradient Boosting,19.7,15.4613646,,,
Gradient Boosting,1.9,-0.3138588706,,,
Gradient Boosting,132.6,118.9827231,,,
Gradient Boosting,24.05,22.15500861,,,
Gradient Boosting,7.651,6.937912179,,,
Gradient Boosting,6.66,9.675673203,,,
Gradient Boosting,9.435,8.240813281,,,
Gradient Boosting,26.27,27.22191458,,,
Gradient Boosting,11.285,11.54754114,,,
Gradient Boosting,26.455,28.83784577,,,
Gradient Boosting,12.395,13.69129918,,,
Gradient Boosting,14.615,20.64755414,,,
Gradient Boosting,13.69,12.58095615,,,
Gradient Boosting,17.76,18.44197377,,,
Gradient Boosting,0.5,0.4932801483,,,
Gradient Boosting,9.3,6.916221648,,,
Gradient Boosting,1.2,1.608518731,,,
Gradient Boosting,4.625,6.574877899,,,
Gradient Boosting,23.495,22.35646008,,,
Gradient Boosting,8.51,8.096060475,,,
Gradient Boosting,10.4,6.035806737,,,
Gradient Boosting,33.855,28.88390317,,,
Gradient Boosting,99.9,82.64538211,,,
Gradient Boosting,2.7,2.974216813,,,
Gradient Boosting,21.5,27.29612826,,,
Gradient Boosting,49.8,51.50836346,,,
Gradient Boosting,12.1,11.69067599,,,
Gradient Boosting,29.415,37.90254809,,,
Gradient Boosting,67.155,69.28228737,,,
Gradient Boosting,1.7,0.4726122133,,,
Gradient Boosting,9.065,9.652392833,,,
Gradient Boosting,10.175,10.35273914,,,
Gradient Boosting,3.9,1.753811948,,,
Gradient Boosting,26.825,26.60707596,,,
Gradient Boosting,5.9,3.984973956,,,
Gradient Boosting,109.5,95.39685117,,,
Gradient Boosting,67.155,63.96886841,,,
Gradient Boosting,8.14,11.72887638,,,
Gradient Boosting,18.13,16.84381313,,,
Gradient Boosting,8.88,8.901057105,,,
Gradient Boosting,8.1,18.88407571,,,
Gradient Boosting,2.8,3.612306619,,,
Gradient Boosting,70,53.77306555,,,
Gradient Boosting,2.4,1.123465238,,,
Gradient Boosting,13.505,13.79733596,,,
Gradient Boosting,4.1,4.552942519,,,
Gradient Boosting,1.48,-16.15035677,,,
Gradient Boosting,1.4,1.247107438,,,
Gradient Boosting,41.44,40.37669515,,,
Gradient Boosting,14.245,17.29336571,,,
Gradient Boosting,83.805,80.50821258,,,
Gradient Boosting,16.65,22.01368119,,,
Gradient Boosting,13.69,20.20637033,,,
Gradient Boosting,16.65,16.62417884,,,
Gradient Boosting,1.2,2.25299774,,,
Gradient Boosting,3.4,3.36592372,,,
Gradient Boosting,21.275,20.55699812,,,
Gradient Boosting,17.205,23.03502424,,,
Gradient Boosting,27.195,27.67537898,,,
Gradient Boosting,8.4,8.181632465,,,
Gradient Boosting,8.5,8.98533015,,,
Gradient Boosting,7.4,9.564829395,,,
Gradient Boosting,1,1.405330521,,,
Gradient Boosting,21.46,22.21891834,,,
Gradient Boosting,64.7,71.37048475,,,
Gradient Boosting,62.715,77.43121207,,,
Gradient Boosting,4.5,6.783884772,,,
Gradient Boosting,8.695,8.89997343,,,
Gradient Boosting,36.445,32.57396722,,,
Gradient Boosting,13.9,15.96211612,,,
Gradient Boosting,12.765,11.65677694,,,
Gradient Boosting,6.1,10.38828608,,,
Gradient Boosting,11.655,13.17304747,,,
Gradient Boosting,13.135,11.79339011,,,
Gradient Boosting,10.915,11.97642284,,,
Gradient Boosting,1.3,2.00662738,,,
Gradient Boosting,1.8,2.616972456,,,
Gradient Boosting,8.88,8.23077404,,,
Gradient Boosting,55.13,59.55707867,,,
Gradient Boosting,28.12,29.96249293,,,
Gradient Boosting,50.32,67.16704458,,,
Gradient Boosting,13.505,13.03164846,,,
Gradient Boosting,27.8,25.83371221,,,
Gradient Boosting,7.955,7.857281582,,,
Gradient Boosting,27.01,26.02707127,,,
Gradient Boosting,57.35,64.95012923,,,
Gradient Boosting,9.805,9.242526557,,,
Gradient Boosting,20.3,23.89792789,,,
Gradient Boosting,1.8,2.881873785,,,
Gradient Boosting,4.3,5.272398912,,,
Gradient Boosting,7.77,12.15649911,,,
Gradient Boosting,22.2,19.95462263,,,
Gradient Boosting,4.5,4.855070242,,,
Gradient Boosting,120.25,107.5618871,,,
Gradient Boosting,4.4,1.264780039,,,
Gradient Boosting,5.55,6.789038847,,,
Gradient Boosting,68.08,67.4672187,,,
Gradient Boosting,217.005,181.9144141,,,
Gradient Boosting,85.5,67.86424988,,,
Gradient Boosting,27.01,23.50957609,,,
Gradient Boosting,7.585,6.152009535,,,
Gradient Boosting,33.963,33.60509294,,,
Gradient Boosting,1.1,-0.06371372552,,,
Gradient Boosting,19.61,19.40261566,,,
Gradient Boosting,41.255,40.64296815,,,
Gradient Boosting,23.6,32.04699587,,,
Gradient Boosting,11.285,10.87059964,,,
Gradient Boosting,37.74,33.37042714,,,
Gradient Boosting,8.2,7.390972693,,,
Gradient Boosting,16.28,16.11451197,,,
Gradient Boosting,41.995,40.2440724,,,
Gradient Boosting,40.254,37.69631732,,,
Gradient Boosting,21.645,22.68313801,,,
Gradient Boosting,0.6,1.982923158,,,
Gradient Boosting,5.365,5.735295134,,,
Gradient Boosting,5,6.643025279,,,
Gradient Boosting,1.7,1.730888698,,,
Gradient Boosting,27.195,29.35013516,,,
Gradient Boosting,3.3,0.9299440906,,,
Gradient Boosting,3.3,2.849769143,,,
Gradient Boosting,6.845,6.629102368,,,
Gradient Boosting,10.36,12.12651497,,,
Gradient Boosting,40.885,41.94052808,,,
Gradient Boosting,33.6,37.76299134,,,
Gradient Boosting,2,1.225331273,,,
Gradient Boosting,7.3,8.266875187,,,
Gradient Boosting,16.3,19.81598807,,,
Gradient Boosting,25,25.28861537,,,
Gradient Boosting,11.1,16.94067848,,,
Gradient Boosting,2.5,3.235346333,,,
Gradient Boosting,41.44,46.34344183,,,
Gradient Boosting,59.2,59.30845912,,,
Gradient Boosting,16.5,13.82882044,,,
Gradient Boosting,7.9,5.515870256,,,
Gradient Boosting,6.4,9.037284488,,,
Gradient Boosting,49.7,38.52537726,,,
Gradient Boosting,12.21,13.04080274,,,
Gradient Boosting,3.3,2.197976817,,,
Gradient Boosting,8.51,9.156700758,,,
Gradient Boosting,9.25,7.136219729,,,
Gradient Boosting,11.1,10.02921529,,,
Gradient Boosting,32.375,34.30235571,,,
Gradient Boosting,3.3,3.454492973,,,
Gradient Boosting,72.705,57.73838023,,,
Gradient Boosting,39.9,36.91168058,,,
Gradient Boosting,7.4,7.899375023,,,
Gradient Boosting,8.695,9.130474525,,,
Gradient Boosting,23.5,21.65650932,,,
Gradient Boosting,1.9,2.241821255,,,
Gradient Boosting,10.175,19.48434084,,,
Gradient Boosting,29.97,31.96250995,,,
Gradient Boosting,27.38,27.4244933,,,
Gradient Boosting,12.3,14.01569958,,,
Gradient Boosting,4.1,7.4286715,,,
Gradient Boosting,15.17,14.58869141,,,
Gradient Boosting,72.705,68.3690269,,,
Gradient Boosting,26.8,29.6575538,,,
Gradient Boosting,64.565,52.41979964,,,
Gradient Boosting,2.8,4.984137474,,,
Gradient Boosting,43.7,34.11623981,,,
Gradient Boosting,44.77,52.09115836,,,
Gradient Boosting,6,4.938032936,,,
Gradient Boosting,6.9,7.22259218,,,
Gradient Boosting,18.13,18.90383262,,,
Gradient Boosting,6,6.528881762,,,
Gradient Boosting,3,2.159351141,,,
Gradient Boosting,34.04,50.39350749,,,
Gradient Boosting,32.375,25.8743914,,,
Gradient Boosting,39.22,43.75875065,,,
Gradient Boosting,3,2.989873838,,,
Gradient Boosting,2,4.114663988,,,
Gradient Boosting,3.1,3.26093491,,,
Gradient Boosting,12.58,14.67518117,,,
Gradient Boosting,0.5,1.264034642,,,
Gradient Boosting,7.955,8.773984486,,,
Gradient Boosting,1.8,2.076162475,,,
Gradient Boosting,26.7,33.8660206,,,
Gradient Boosting,3.4,2.886817023,,,
Gradient Boosting,51.06,52.07445983,,,
Gradient Boosting,16.28,17.59497644,,,
Gradient Boosting,17.6,18.47266682,,,
Gradient Boosting,16.095,13.87408126,,,
Gradient Boosting,1.5,1.729204461,,,
Gradient Boosting,1.3,3.755506728,,,
Gradient Boosting,21.83,21.05185171,,,
Gradient Boosting,9.62,8.428221842,,,
Gradient Boosting,66.6,58.08783344,,,
Gradient Boosting,9.435,16.41397169,,,
Gradient Boosting,1.7,1.460861606,,,
Gradient Boosting,1,1.017586372,,,
Gradient Boosting,59.57,71.69951937,,,
Gradient Boosting,64.01,70.65544457,,,
Gradient Boosting,4.8,6.623533834,,,
Gradient Boosting,54.76,50.24112624,,,
Gradient Boosting,10.8,11.66317287,,,
Gradient Boosting,4.625,4.494536217,,,
Gradient Boosting,8.5,5.633023081,,,
Gradient Boosting,8.9,5.633845331,,,
Gradient Boosting,18.87,20.7815161,,,
Gradient Boosting,4.81,5.2313292,,,
Gradient Boosting,21.275,19.10344926,,,
Gradient Boosting,10.8,12.9479918,,,
Gradient Boosting,22.57,22.80944719,,,
Gradient Boosting,22.015,24.2023989,,,
Gradient Boosting,0.9,0.9593702074,,,
Gradient Boosting,65.9,64.50777266,,,
Gradient Boosting,44.955,40.43025307,,,
Gradient Boosting,12.395,10.84178013,,,
Gradient Boosting,18.9,16.63224187,,,
Gradient Boosting,4.7,5.63670317,,,
Gradient Boosting,15.91,17.19234718,,,
Gradient Boosting,15.8,17.4136138,,,
Gradient Boosting,14.615,16.02806955,,,
Gradient Boosting,1.9,1.810441602,,,
Gradient Boosting,3.885,5.401424457,,,
Gradient Boosting,37.9,40.11043742,,,
Gradient Boosting,26.455,24.12415627,,,
Gradient Boosting,31.635,36.39570941,,,
Gradient Boosting,22.015,23.97587263,,,
Gradient Boosting,13.5,13.8468578,,,
Gradient Boosting,5.92,5.064682614,,,
Gradient Boosting,124.135,113.3143752,,,
Gradient Boosting,12.21,11.3717849,,,
Gradient Boosting,11.47,11.96095667,,,
Gradient Boosting,8.88,8.268834591,,,
Gradient Boosting,6.1,8.001645718,,,
Gradient Boosting,17.205,16.26387753,,,
Gradient Boosting,44.4,55.97160171,,,
Gradient Boosting,15.54,15.00277833,,,
Gradient Boosting,2.3,3.428066134,,,
Gradient Boosting,1.1,0.5596647904,,,
Gradient Boosting,57.165,48.3294123,,,
Gradient Boosting,33.67,37.12557306,,,
Gradient Boosting,87.505,80.01214063,,,
Gradient Boosting,19.7,19.7940021,,,
Gradient Boosting,19.055,18.65453424,,,
Gradient Boosting,4.995,5.810107304,,,
Gradient Boosting,4.3,5.848040964,,,
Gradient Boosting,21.46,21.40123356,,,
Gradient Boosting,21.645,18.34340563,,,
Gradient Boosting,2.8,3.664269163,,,
Gradient Boosting,24.42,20.51256578,,,
Gradient Boosting,32.56,27.86991522,,,
Gradient Boosting,49.135,39.81230844,,,
Gradient Boosting,56.425,38.80996594,,,
Gradient Boosting,17.575,19.79383671,,,
Gradient Boosting,31.82,30.21409253,,,
Gradient Boosting,37.925,43.40338456,,,
Gradient Boosting,0.5,1.205020631,,,
Gradient Boosting,22.94,22.20596143,,,
Gradient Boosting,9.435,9.878030378,,,
Gradient Boosting,11.1,17.54536178,,,
Gradient Boosting,66.785,68.23749584,,,
Gradient Boosting,1.5,2.473393532,,,
Gradient Boosting,94.535,99.00301473,,,
Gradient Boosting,15.725,18.23588819,,,
Gradient Boosting,7.4,5.454178529,,,
Gradient Boosting,4.9,4.404462281,,,
Gradient Boosting,2.1,2.823284159,,,
Gradient Boosting,18.87,21.86238495,,,
Gradient Boosting,6.845,4.55863237,,,
Gradient Boosting,1.2,1.134815362,,,
Gradient Boosting,26.2,27.43033279,,,
Gradient Boosting,24.79,39.36997988,,,
Gradient Boosting,13.9,19.74869621,,,
Gradient Boosting,5.3,8.682876023,,,
Gradient Boosting,88.245,90.26324916,,,
Gradient Boosting,109.335,84.81316106,,,
Gradient Boosting,1.1,1.770459354,,,
Gradient Boosting,1.3,2.307067918,,,
Gradient Boosting,2.8,1.822739824,,,
Gradient Boosting,7.3,7.003922944,,,
Gradient Boosting,17.39,16.63282505,,,
Gradient Boosting,17.366,17.41622092,,,
Gradient Boosting,8.642,8.688740266,,,
Gradient Boosting,11.47,7.822214498,,,
Gradient Boosting,1.8,1.66026884,,,
Gradient Boosting,51.985,51.64960261,,,
Gradient Boosting,20.8,22.39535525,,,
Gradient Boosting,22.755,17.92433713,,,
Gradient Boosting,6.845,7.279098997,,,
Gradient Boosting,147.26,144.0579114,,,
Gradient Boosting,0.6,0.07435137124,,,
Gradient Boosting,6.29,4.455061852,,,
Gradient Boosting,6.7,6.212074264,,,
Gradient Boosting,19.5,15.31266031,,,
Gradient Boosting,3.856,1.77821665,,,
Gradient Boosting,146.89,119.1601668,,,
Gradient Boosting,11.5,12.39713186,,,
Gradient Boosting,14.06,14.78053899,,,
Gradient Boosting,10.175,11.16703118,,,
Gradient Boosting,6.8,7.108733606,,,
Gradient Boosting,19.2,18.22106663,,,
Gradient Boosting,6.66,6.812689846,,,
Gradient Boosting,2.22,1.771260062,,,
Gradient Boosting,2.5,2.841905188,,,
Gradient Boosting,36,34.03522888,,,
Gradient Boosting,28.12,34.75624906,,,
Gradient Boosting,49.025,54.72221009,,,
Gradient Boosting,52.355,78.07805777,,,
Gradient Boosting,28.8,23.84149954,,,
Gradient Boosting,22.5,20.47143989,,,
Gradient Boosting,7.4,8.131700673,,,
Gradient Boosting,13.505,15.620133,,,
Gradient Boosting,39.59,30.20035204,,,
Gradient Boosting,2.3,4.123753887,,,
Gradient Boosting,12.21,11.08827983,,,
Gradient Boosting,36.26,33.23075699,,,
Gradient Boosting,5.4,7.153677785,,,
Gradient Boosting,9.99,11.66714532,,,
Gradient Boosting,9.6,8.462321004,,,
Gradient Boosting,9.5,9.098021061,,,
Gradient Boosting,11.1,11.70429664,,,
Gradient Boosting,12.9,10.74707494,,,
Gradient Boosting,13.8,13.13088947,,,
Gradient Boosting,0.5,0.6822309796,,,
Gradient Boosting,61.7,61.13922937,,,
Gradient Boosting,0.7,2.136205285,,,
Gradient Boosting,14.06,10.31113692,,,
Gradient Boosting,22.385,24.0876501,,,
Gradient Boosting,2.3,2.033448552,,,
Gradient Boosting,8.8,10.66659975,,,
Gradient Boosting,23.495,22.2752883,,,
Gradient Boosting,1.8,0.53888521,,,
Gradient Boosting,1.4,2.121458131,,,
Gradient Boosting,0.5,-0.740313649,,,
Gradient Boosting,22.57,23.82832488,,,
Gradient Boosting,20.1,18.57360974,,,
Gradient Boosting,7.8,9.249531284,,,
Gradient Boosting,12.025,11.97223461,,,
Gradient Boosting,24.4,20.96578779,,,
Gradient Boosting,25.715,19.32299536,,,
Gradient Boosting,8.7,6.835013569,,,
Gradient Boosting,3.145,5.346614269,,,
Gradient Boosting,0.8,1.110107654,,,
Gradient Boosting,2.2,2.111043661,,,
Gradient Boosting,7.4,7.123888472,,,
Gradient Boosting,64.565,66.99026919,,,
Gradient Boosting,3.885,4.360809988,,,
Gradient Boosting,82.14,87.09991824,,,
Gradient Boosting,48.84,60.46592508,,,
Gradient Boosting,10.2,9.616288809,,,
Gradient Boosting,2.8,2.507978364,,,
Gradient Boosting,6.209,7.109613356,,,
Gradient Boosting,9.25,10.68278516,,,
Gradient Boosting,14.985,15.46379047,,,
Gradient Boosting,4.2,4.833021288,,,
Gradient Boosting,29.785,29.50299959,,,
Gradient Boosting,43.845,52.75366466,,,
Gradient Boosting,4.7,7.013608832,,,
Gradient Boosting,15.91,15.52620425,,,
Gradient Boosting,7.9,8.731031968,,,
Gradient Boosting,16.28,13.03024792,,,
Gradient Boosting,16.9,18.87190142,,,
Gradient Boosting,4.761,4.924914967,,,
Gradient Boosting,440.2,444.5764876,,,
Gradient Boosting,1.4,2.057081192,,,
Gradient Boosting,41.44,35.72306573,,,
Gradient Boosting,145.595,137.9069933,,,
Gradient Boosting,11.285,11.29944197,,,
Gradient Boosting,6.29,4.64655214,,,
Gradient Boosting,17.945,13.73146195,,,
Gradient Boosting,35.335,33.4503917,,,
Gradient Boosting,2.035,4.065290138,,,
Gradient Boosting,2.3,2.622402521,,,
Gradient Boosting,6.3,4.296197836,,,
Gradient Boosting,34.78,34.63365319,,,
Gradient Boosting,2.59,-0.01373446522,,,
Gradient Boosting,31.7,27.68350877,,,
Gradient Boosting,1.5,2.747667618,,,
Gradient Boosting,21.09,20.65499952,,,
Gradient Boosting,14.8,14.95950728,,,
Gradient Boosting,1.3,0.6017301431,,,
Gradient Boosting,0.7,-0.5223204346,,,
Gradient Boosting,3.33,3.896622337,,,
Gradient Boosting,1.1,1.598585041,,,
Gradient Boosting,39.96,40.00813181,,,
Gradient Boosting,43.845,43.39462103,,,
Gradient Boosting,0.5,-0.06926056889,,,
Gradient Boosting,6.1,9.315982265,,,
Gradient Boosting,22.755,26.48746501,,,
Gradient Boosting,0.5,0.4951897214,,,
Gradient Boosting,7.03,7.154287612,,,
Gradient Boosting,12.025,11.02460952,,,
Gradient Boosting,118.955,97.05333144,,,
Gradient Boosting,16.835,16.33508553,,,
Gradient Boosting,49.305,41.29523832,,,
Gradient Boosting,8.7,7.018763789,,,
Gradient Boosting,4.995,4.699895158,,,
Gradient Boosting,2.5,2.239182479,,,
Gradient Boosting,1,0.8688048061,,,
Gradient Boosting,10.73,10.61437953,,,
Gradient Boosting,10.545,9.980087791,,,
Gradient Boosting,23.865,23.41328075,,,
Gradient Boosting,0.5,-0.4783703818,,,
Gradient Boosting,26.455,31.59513814,,,
Gradient Boosting,16.28,16.70634936,,,
Gradient Boosting,5.55,5.740849095,,,
Gradient Boosting,27.38,26.53805664,,,
Gradient Boosting,1.7,0.9571351982,,,
Gradient Boosting,2.2,1.989438641,,,
Gradient Boosting,64.195,52.53640792,,,
Gradient Boosting,2.3,2.198726208,,,
Gradient Boosting,41.625,37.19626177,,,
Gradient Boosting,2.59,1.843096733,,,
Gradient Boosting,2.59,0.681781689,,,
Gradient Boosting,135.235,147.8628575,,,
Gradient Boosting,39.775,32.18197405,,,
Gradient Boosting,6.475,6.648210345,,,
Gradient Boosting,3.3,3.35579227,,,
Gradient Boosting,5.3,6.998987104,,,
Gradient Boosting,92.87,106.5448035,,,
Gradient Boosting,27.6,21.16054871,,,
Gradient Boosting,12.58,12.43614064,,,
Gradient Boosting,4.8,6.126665502,,,
Gradient Boosting,60.125,70.08380108,,,
Gradient Boosting,20,14.93711321,,,
Gradient Boosting,2.775,2.983605169,,,
Gradient Boosting,8.695,10.61384363,,,
Gradient Boosting,10.545,11.04302939,,,
Gradient Boosting,24.1,24.25453753,,,
Gradient Boosting,13.6,10.32645102,,,
Gradient Boosting,11.285,12.22708469,,,
Gradient Boosting,16.465,17.59880228,,,
Gradient Boosting,6.6,11.04468989,,,
Gradient Boosting,11.47,10.1589742,,,
Gradient Boosting,24.605,23.77438204,,,
Gradient Boosting,2.6,2.980032337,,,
Gradient Boosting,6.66,7.413898433,,,
Gradient Boosting,9.25,10.94086156,,,
Gradient Boosting,8,9.588469117,,,
Gradient Boosting,22.2,27.19414865,,,
Gradient Boosting,69.745,89.27370815,,,
Gradient Boosting,26.7,28.53403983,,,
Gradient Boosting,17.76,16.5583475,,,
Gradient Boosting,0.9,1.030732459,,,
Gradient Boosting,15.5,12.01646519,,,
Gradient Boosting,1.8,3.574534389,,,
Gradient Boosting,1.6,1.865501395,,,
Gradient Boosting,14.06,13.1012268,,,
Gradient Boosting,4.995,4.857301594,,,
Gradient Boosting,17.575,17.33626995,,,
Gradient Boosting,2.9,3.698054274,,,
Gradient Boosting,5.5,4.462254646,,,
Gradient Boosting,28.675,31.87439688,,,
Gradient Boosting,23.1,17.88132235,,,
Gradient Boosting,13.32,15.33686746,,,
Gradient Boosting,9.3,8.051954337,,,
Gradient Boosting,17.205,14.95571883,,,
Gradient Boosting,31.82,31.24856761,,,
Gradient Boosting,9.4,11.0049322,,,
Gradient Boosting,3.33,4.700469082,,,
Gradient Boosting,5.55,4.992853562,,,
Gradient Boosting,25.53,28.53625589,,,
Gradient Boosting,6.2,8.819281735,,,
Gradient Boosting,15.7,15.33803982,,,
Gradient Boosting,2.4,0.8579803616,,,
Gradient Boosting,57.165,64.42273954,,,
Gradient Boosting,37.033,42.81521744,,,
Gradient Boosting,7.5,6.948952452,,,
Gradient Boosting,61.235,70.7645757,,,
Gradient Boosting,4.2,3.866846527,,,
Gradient Boosting,17.205,14.88215885,,,
Gradient Boosting,7.03,7.097354995,,,
Gradient Boosting,151.145,151.0177815,,,
Gradient Boosting,30,29.1619525,,,
Gradient Boosting,31.265,28.70109811,,,
Gradient Boosting,2.4,1.621588211,,,
Gradient Boosting,5.4,4.944057282,,,
Gradient Boosting,11.5,18.27793349,,,
Gradient Boosting,9.7,9.109744294,,,
Gradient Boosting,93.055,91.85110448,,,
Gradient Boosting,2.6,3.355650353,,,
Gradient Boosting,5.365,5.040229882,,,
Gradient Boosting,29.415,31.29656462,,,
Gradient Boosting,4.995,5.641972866,,,
Gradient Boosting,7.77,4.839400153,,,
Gradient Boosting,94.905,88.8345556,,,
Gradient Boosting,81.77,64.57593613,,,
Gradient Boosting,3.885,6.254807636,,,
Gradient Boosting,1.1,1.547781344,,,
Gradient Boosting,72.15,63.1628907,,,
Gradient Boosting,8.88,8.517768288,,,
Gradient Boosting,7.77,8.647871796,,,
Gradient Boosting,24.4,20.54890999,,,
Gradient Boosting,3.8,4.196488856,,,
Gradient Boosting,2.7,2.472679385,,,
Gradient Boosting,0.5,1.046490793,,,
Gradient Boosting,48.6,35.89625818,,,
Gradient Boosting,67.2,51.5797691,,,
Gradient Boosting,7.585,7.350542789,,,
Gradient Boosting,51.985,46.86452651,,,
Gradient Boosting,19.24,17.12828046,,,
Gradient Boosting,1.5,-0.5906461774,,,
Gradient Boosting,17.1,20.62486354,,,
Gradient Boosting,25.9,26.1858088,,,
Gradient Boosting,0.8,-1.221974735,,,
Gradient Boosting,80.845,76.62224241,,,
Gradient Boosting,8.8,11.38082981,,,
Gradient Boosting,0.5,1.104850235,,,
Gradient Boosting,18.87,21.83475354,,,
Gradient Boosting,4.995,6.933467988,,,
Gradient Boosting,13.32,13.39333156,,,
Gradient Boosting,0.9,2.309513717,,,
Gradient Boosting,0.9,0.936390354,,,
Gradient Boosting,19.61,20.57096835,,,
Gradient Boosting,8.325,8.322106459,,,
Gradient Boosting,1.7,2.299162217,,,
Gradient Boosting,33.485,31.0352214,,,
Gradient Boosting,4,4.014674421,,,
Gradient Boosting,2.9,3.649339356,,,
Gradient Boosting,14.2,14.11776183,,,
Gradient Boosting,139.12,146.8541479,,,
Gradient Boosting,0.5,1.730799094,,,
Gradient Boosting,70.855,71.71690113,,,
Gradient Boosting,10.73,14.89225228,,,
Gradient Boosting,11.47,11.16627826,,,
Gradient Boosting,3.515,2.455536706,,,
Gradient Boosting,30.155,32.60516476,,,
Gradient Boosting,16.465,13.31799084,,,
Gradient Boosting,1.2,1.213003667,,,
Gradient Boosting,3.121,4.588950108,,,
Gradient Boosting,1.3,2.206703669,,,
Gradient Boosting,1,0.3511346804,,,
Gradient Boosting,1.2,1.391707401,,,
